x,y,CHM.S,Slope.S,DistRoad.S,Height,Orientation,BHG,YCASC,Rat
577214.3066,8843608.287,-1.242167797,0.086034557,-0.91665346,B,Horizontal,1,1,1
560274.3066,8843538.287,-0.879618594,-0.879416262,-0.91665346,B,Horizontal,1,1,1
560344.3066,8843538.287,-0.515197342,-0.836389719,0,B,Horizontal,1,1,1
560414.3066,8843538.287,0.186647577,-0.781826673,0,B,Horizontal,1,1,1
560484.3066,8843538.287,-0.583458457,-0.506331642,-0.91665346,B,Horizontal,1,1,1
560554.3066,8843538.287,0.676409357,0.203139106,-0.82305302,B,Horizontal,1,1,1
560624.3066,8843538.287,-0.187067519,1.103213661,-0.690682015,B,Horizontal,1,1,1
560694.3066,8843538.287,1.062434292,1.896127139,-0.690682015,B,Horizontal,1,1,1
560764.3066,8843538.287,-0.80272776,2.306525538,-0.63733737,B,Horizontal,1,1,1
560834.3066,8843538.287,-0.184713232,2.087108055,-0.503481135,B,Horizontal,1,1,1
560904.3066,8843538.287,-0.409663212,1.442410322,-0.327873252,B,Horizontal,1,1,1
560974.3066,8843538.287,-0.113443004,1.509046043,-0.183909249,B,Horizontal,1,1,1
561044.3066,8843538.287,-1.052042256,1.866463577,-0.183909249,B,Horizontal,1,1,1
561114.3066,8843538.287,-0.415098213,0.722088717,-0.327873252,B,Horizontal,1,1,1
561184.3066,8843538.287,-0.749483942,-0.092191665,-0.428040471,B,Horizontal,1,1,1
561254.3066,8843538.287,-0.526766433,0.151971772,-0.503481135,B,Horizontal,1,1,1
561324.3066,8843538.287,-1.075920256,-0.009668149,-0.63733737,B,Horizontal,1,1,1
561394.3066,8843538.287,-0.367889731,-0.290046572,-0.82305302,B,Horizontal,1,1,1
561464.3066,8843538.287,-0.630110309,-0.467631304,-0.91665346,B,Horizontal,1,1,1
561534.3066,8843538.287,-1.160639619,-0.656832252,0,B,Horizontal,1,1,1
561604.3066,8843538.287,-1.52911127,-0.756387165,0,B,Horizontal,1,1,1
561674.3066,8843538.287,-1.475310264,-0.651456722,-0.91665346,B,Horizontal,1,1,1
561744.3066,8843538.287,-1.175110142,-0.486098676,-0.690682015,B,Horizontal,1,1,1
561814.3066,8843538.287,-0.55501862,-0.3371065,-0.690682015,B,Horizontal,1,1,1
561884.3066,8843538.287,-0.406687575,-0.221205355,-0.690682015,B,Horizontal,1,1,1
561954.3066,8843538.287,-0.782541782,-0.229693284,-0.690682015,B,Horizontal,1,1,1
562024.3066,8843538.287,0.264330488,-0.341380279,-0.690682015,B,Horizontal,1,1,1
562094.3066,8843538.287,-0.719656155,-0.360894999,-0.690682015,B,Horizontal,1,1,1
562164.3066,8843538.287,-0.663831716,-0.150924894,-0.63733737,B,Horizontal,1,1,1
562234.3066,8843538.287,-0.990024028,0.18730991,-0.503481135,B,Horizontal,1,1,1
562304.3066,8843538.287,-1.105971215,0.406882005,-0.327873252,B,Horizontal,1,1,1
562374.3066,8843538.287,-0.645376815,0.42838165,-0.132049835,B,Horizontal,1,1,1
562444.3066,8843538.287,-0.146160134,0.244028708,0.074268601,B,Horizontal,1,1,1
562514.3066,8843538.287,-0.772696886,-0.023423559,0.286543964,B,Horizontal,1,1,1
562584.3066,8843538.287,0.194786874,-0.194977447,0.502472011,B,Horizontal,1,1,1
562654.3066,8843538.287,-0.084060076,-0.250120821,0.720783441,B,Horizontal,1,1,1
562724.3066,8843538.287,0.011341824,-0.236940669,0.940728946,B,Horizontal,1,1,1
562794.3066,8843538.287,-1.330612472,0.119719691,1.161840702,B,Horizontal,1,1,1
562864.3066,8843538.287,-1.10577631,0.694086275,1.383812621,B,Horizontal,1,1,1
562934.3066,8843538.287,-1.03494127,1.369219806,1.606436432,B,Horizontal,1,1,1
563004.3066,8843538.287,-0.150733688,1.601722391,1.829565314,B,Horizontal,1,1,1
563074.3066,8843538.287,-0.819227667,1.492789463,2.053093947,B,Horizontal,1,1,1
563144.3066,8843538.287,-0.389038327,2.140320839,2.193803386,B,Horizontal,1,1,1
563214.3066,8843538.287,-0.113092995,2.316283173,2.299269416,B,Horizontal,1,1,1
563284.3066,8843538.287,-1.407414409,1.243626159,2.39438779,B,Horizontal,1,1,1
563354.3066,8843538.287,-0.17332863,0.020266053,2.501055244,B,Horizontal,1,1,1
563424.3066,8843538.287,-1.124601399,-0.408721385,2.618289298,B,Horizontal,1,1,1
568674.3066,8843538.287,-0.033487636,-0.461618548,3.011809701,B,Horizontal,1,1,1
568744.3066,8843538.287,-0.07218468,-0.22274632,2.855217955,B,Horizontal,1,1,1
568814.3066,8843538.287,-0.93921986,0.28578821,2.692237717,B,Horizontal,1,1,1
568884.3066,8843538.287,-0.671742633,0.448383729,2.5359238,B,Horizontal,1,1,1
568954.3066,8843538.287,-0.690692978,0.432387128,2.372665733,B,Horizontal,1,1,1
569024.3066,8843538.287,-0.848057127,0.517392145,2.216682208,B,Horizontal,1,1,1
569094.3066,8843538.287,-0.77778132,0.655614348,2.069032769,B,Horizontal,1,1,1
569164.3066,8843538.287,1.037280302,0.796244046,1.930919037,B,Horizontal,1,1,1
569234.3066,8843538.287,-0.009701695,1.243855326,1.80368234,B,Horizontal,1,1,1
569304.3066,8843538.287,-1.157952619,1.788849003,1.688789283,B,Horizontal,1,1,1
569374.3066,8843538.287,0.52472291,2.37314888,1.587798359,B,Horizontal,1,1,1
569444.3066,8843538.287,0.68479619,2.507022266,1.492632363,B,Horizontal,1,1,1
569514.3066,8843538.287,-1.497519675,2.127667661,1.383812621,B,Horizontal,1,1,1
569584.3066,8843538.287,1.066429828,1.646754201,1.291162106,B,Horizontal,1,1,1
569654.3066,8843538.287,-0.077937703,0.941743346,1.183893545,B,Horizontal,1,1,1
569724.3066,8843538.287,-0.21067269,0.470259038,1.082935817,B,Horizontal,1,1,1
569794.3066,8843538.287,0.616602028,0.05329491,0.878525235,B,Horizontal,1,1,1
569864.3066,8843538.287,0.927794897,-0.373768334,0.679215169,B,Horizontal,1,1,1
569934.3066,8843538.287,-0.330701706,-0.239986078,0.486878401,B,Horizontal,1,1,1
570004.3066,8843538.287,0.345596625,0.207536066,0.304298358,B,Horizontal,1,1,1
570074.3066,8843538.287,1.471175983,0.244792278,0.135662636,B,Horizontal,1,1,1
570144.3066,8843538.287,1.510731127,-0.073405302,-0.012767729,B,Horizontal,1,1,1
570214.3066,8843538.287,1.450660454,-0.1578819,-0.183909249,B,Horizontal,1,1,1
570284.3066,8843538.287,1.829042464,-0.267213189,-0.327873252,B,Horizontal,1,1,1
570354.3066,8843538.287,0.347783718,-0.408407002,-0.503481135,B,Horizontal,1,1,1
570424.3066,8843538.287,1.058589025,-0.205627748,-0.63733737,B,Horizontal,1,1,1
570494.3066,8843538.287,1.461305795,0.210423768,-0.690682015,B,Horizontal,1,1,1
570564.3066,8843538.287,-0.511345194,0.469985853,-0.82305302,B,Horizontal,1,1,1
570634.3066,8843538.287,0.436360995,0.47864497,-0.91665346,B,Horizontal,1,1,1
570704.3066,8843538.287,0,0.319710077,-0.91665346,B,Horizontal,1,1,1
570774.3066,8843538.287,0.457211284,0.262833778,0,B,Horizontal,1,1,1
570844.3066,8843538.287,0.488046323,0.433149323,0,B,Horizontal,1,1,1
570914.3066,8843538.287,1.594162039,0.582756992,0,B,Horizontal,1,1,1
570984.3066,8843538.287,-0.427299813,0.345433913,-0.91665346,B,Horizontal,1,1,1
571054.3066,8843538.287,1.435675145,-0.028389174,-0.91665346,B,Horizontal,1,1,1
571124.3066,8843538.287,1.407117956,0.004595459,-0.82305302,B,Horizontal,1,1,1
571194.3066,8843538.287,0.429491737,0.30708895,-0.63733737,B,Horizontal,1,1,1
571264.3066,8843538.287,1.462076485,0.260351865,-0.503481135,B,Horizontal,1,1,1
571334.3066,8843538.287,-0.157235455,-0.176575757,-0.327873252,B,Horizontal,1,1,1
571404.3066,8843538.287,1.005491757,-0.585438659,-0.183909249,B,Horizontal,1,1,1
571474.3066,8843538.287,1.01933442,-0.773534211,-0.327873252,B,Horizontal,1,1,1
571544.3066,8843538.287,0.134582297,-0.806977557,-0.428040471,B,Horizontal,1,1,1
571614.3066,8843538.287,1.809952264,-0.673613366,-0.503481135,B,Horizontal,1,1,1
571684.3066,8843538.287,0.200944955,-0.443146086,-0.63733737,B,Horizontal,1,1,1
571754.3066,8843538.287,1.375681838,-0.48658803,-0.82305302,B,Horizontal,1,1,1
571824.3066,8843538.287,0.95377816,-0.732068802,-0.91665346,B,Horizontal,1,1,1
571894.3066,8843538.287,-1.253513715,-0.815694894,0,B,Horizontal,1,1,1
571964.3066,8843538.287,0.116671938,-0.92535317,0,B,Horizontal,1,1,1
572034.3066,8843538.287,1.536985173,-1.039917667,0,B,Horizontal,1,1,1
572104.3066,8843538.287,0.1170796,-1.009361374,-0.91665346,B,Horizontal,1,1,1
572174.3066,8843538.287,1.354263203,-0.921307818,-0.82305302,B,Horizontal,1,1,1
572244.3066,8843538.287,-0.001413244,-1.005363659,-0.63733737,B,Horizontal,1,1,1
572314.3066,8843538.287,0.746188791,-1.059304397,-0.503481135,B,Horizontal,1,1,1
572384.3066,8843538.287,2.014128578,-1.032794206,-0.327873252,B,Horizontal,1,1,1
572454.3066,8843538.287,1.923231792,-0.925067553,-0.183909249,B,Horizontal,1,1,1
572524.3066,8843538.287,0.569459753,-0.931406092,-0.327873252,B,Horizontal,1,1,1
572594.3066,8843538.287,0.397042414,-0.991229104,-0.428040471,B,Horizontal,1,1,1
572664.3066,8843538.287,0.260421989,-0.881536216,-0.503481135,B,Horizontal,1,1,1
572734.3066,8843538.287,2.023888668,-0.832413523,-0.63733737,B,Horizontal,1,1,1
572804.3066,8843538.287,1.912162422,-0.893604077,-0.82305302,B,Horizontal,1,1,1
572874.3066,8843538.287,1.5984172,-0.844413261,-0.91665346,B,Horizontal,1,1,1
572944.3066,8843538.287,1.665434499,-0.744376062,-0.91665346,B,Horizontal,1,1,1
573014.3066,8843538.287,1.38325781,-0.686816284,0,B,Horizontal,1,1,1
573084.3066,8843538.287,1.507341876,-0.65097545,0,B,Horizontal,1,1,1
573154.3066,8843538.287,2.365054385,-0.650382998,-0.91665346,B,Horizontal,1,1,1
573224.3066,8843538.287,1.3356863,-0.632257726,-0.82305302,B,Horizontal,1,1,1
573294.3066,8843538.287,2.530752736,-0.691196738,-0.690682015,B,Horizontal,1,1,1
573364.3066,8843538.287,-0.40256483,-0.729776302,-0.63733737,B,Horizontal,1,1,1
573434.3066,8843538.287,1.15546089,-0.651907869,-0.503481135,B,Horizontal,1,1,1
573504.3066,8843538.287,1.237127249,-0.676203295,-0.327873252,B,Horizontal,1,1,1
573574.3066,8843538.287,-0.575812371,-0.816222969,-0.210920732,B,Horizontal,1,1,1
573644.3066,8843538.287,0.785937351,-0.868871535,-0.132049835,B,Horizontal,1,1,1
573714.3066,8843538.287,-0.580638855,-0.783533565,-0.012767729,B,Horizontal,1,1,1
573784.3066,8843538.287,2.163940002,-0.656923451,0.135662636,B,Horizontal,1,1,1
573854.3066,8843538.287,1.480150505,-0.543461646,0.304298358,B,Horizontal,1,1,1
573924.3066,8843538.287,1.49703427,-0.510107849,0.455234521,B,Horizontal,1,1,1
573994.3066,8843538.287,2.100060513,-0.688637828,0.578322256,B,Horizontal,1,1,1
574064.3066,8843538.287,1.860340215,-0.996441046,0.679215169,B,Horizontal,1,1,1
574134.3066,8843538.287,0.36404855,-1.04620583,0.801254919,B,Horizontal,1,1,1
574204.3066,8843538.287,0.442100999,-1.032053066,0.940728946,B,Horizontal,1,1,1
574274.3066,8843538.287,0.701273037,-1.031325832,1.094378193,B,Horizontal,1,1,1
574344.3066,8843538.287,-1.274378883,-1.001464254,1.161840702,B,Horizontal,1,1,1
574414.3066,8843538.287,0.753855519,-0.916676033,1.094378193,B,Horizontal,1,1,1
574484.3066,8843538.287,0.530984766,-0.975456392,0.940728946,B,Horizontal,1,1,1
574554.3066,8843538.287,1.159222095,-1.034001432,0.774806406,B,Horizontal,1,1,1
574624.3066,8843538.287,1.99421859,-1.062049424,0.578322256,B,Horizontal,1,1,1
574694.3066,8843538.287,0.300902556,-1.021125156,0.37323765,B,Horizontal,1,1,1
574764.3066,8843538.287,1.689064033,-1.013601848,0.175003729,B,Horizontal,1,1,1
574834.3066,8843538.287,-0.546654104,-0.982204614,-0.012767729,B,Horizontal,1,1,1
574904.3066,8843538.287,1.429319184,-0.715344017,-0.183909249,B,Horizontal,1,1,1
574974.3066,8843538.287,0.569418094,-0.327315232,-0.327873252,B,Horizontal,1,1,1
575044.3066,8843538.287,1.277390594,-0.516842084,-0.503481135,B,Horizontal,1,1,1
575114.3066,8843538.287,0.972810335,-0.933399116,-0.690682015,B,Horizontal,1,1,1
575184.3066,8843538.287,1.15544006,-1.017620148,-0.91665346,B,Horizontal,1,1,1
575254.3066,8843538.287,-0.189721973,-0.975729499,0,B,Horizontal,1,1,1
575324.3066,8843538.287,-0.121178173,-0.957946371,0,B,Horizontal,1,1,1
575394.3066,8843538.287,0.422786138,-0.818782068,-0.91665346,B,Horizontal,1,1,1
575464.3066,8843538.287,1.066501244,-0.784676926,-0.82305302,B,Horizontal,1,1,1
575534.3066,8843538.287,-0.102745589,-0.769762543,-0.82305302,B,Horizontal,1,1,1
575604.3066,8843538.287,-1.175992418,-0.608323934,-0.91665346,B,Horizontal,1,1,1
575674.3066,8843538.287,0,-0.443124903,-0.91665346,B,Horizontal,1,1,1
575744.3066,8843538.287,0,-0.452096408,-0.82305302,B,Horizontal,1,1,1
575814.3066,8843538.287,-1.238440626,-0.629739223,-0.82305302,B,Horizontal,1,1,1
575884.3066,8843538.287,-0.49183543,-0.813359133,-0.91665346,B,Horizontal,1,1,1
575954.3066,8843538.287,-0.41238592,-0.943170317,-0.91665346,B,Horizontal,1,1,1
576024.3066,8843538.287,-1.20482039,-0.571010156,-0.82305302,B,Horizontal,1,1,1
576094.3066,8843538.287,-1.025414768,0.46674367,-0.63733737,B,Horizontal,1,1,1
576164.3066,8843538.287,-1.478640002,-0.270897544,-0.690682015,B,Horizontal,1,1,1
576234.3066,8843538.287,-1.459008236,-0.328737693,-0.91665346,B,Horizontal,1,1,1
576304.3066,8843538.287,-1.054894404,-0.854958298,0,B,Horizontal,1,1,1
576374.3066,8843538.287,0.143445232,0.666713974,-0.91665346,B,Horizontal,1,1,1
576444.3066,8843538.287,0.722288474,1.681572517,-0.82305302,B,Horizontal,1,1,1
576514.3066,8843538.287,-0.735126493,0.893897289,-0.63733737,B,Horizontal,1,1,1
576584.3066,8843538.287,1.135290534,0.137992697,-0.503481135,B,Horizontal,1,1,1
576654.3066,8843538.287,-0.556545121,-0.174012067,-0.690682015,B,Horizontal,1,1,1
576724.3066,8843538.287,0.355551619,0.061390738,-0.91665346,B,Horizontal,1,1,1
576794.3066,8843538.287,0.093095965,0.469238376,0,B,Horizontal,1,1,1
576864.3066,8843538.287,-0.117492846,0.522496141,-0.91665346,B,Horizontal,1,1,1
576934.3066,8843538.287,0.11604259,0.478529011,-0.91665346,B,Horizontal,1,1,1
577004.3066,8843538.287,-0.189082955,0.769485793,-0.82305302,B,Horizontal,1,1,1
577074.3066,8843538.287,-0.337743552,1.710603874,-0.63733737,B,Horizontal,1,1,1
577144.3066,8843538.287,0.510394473,2.320481916,-0.63733737,B,Horizontal,1,1,1
577214.3066,8843538.287,-1.203169609,0.919803936,-0.690682015,B,Horizontal,1,1,1
560344.3066,8843468.287,-1.210580573,-0.887062025,-0.91665346,B,Horizontal,1,1,1
560414.3066,8843468.287,-1.046968423,-0.825015188,0,B,Horizontal,1,1,1
560484.3066,8843468.287,-0.353287164,-0.767468186,0,B,Horizontal,1,1,1
560554.3066,8843468.287,0.503729046,-0.730625329,-0.91665346,B,Horizontal,1,1,1
560624.3066,8843468.287,0.315926734,-0.533838953,-0.91665346,B,Horizontal,1,1,1
560694.3066,8843468.287,-1.1752115,0.052915188,-0.91665346,B,Horizontal,1,1,1
560764.3066,8843468.287,-0.339157723,0.895176142,-0.82305302,B,Horizontal,1,1,1
560834.3066,8843468.287,-0.530218172,1.618447211,-0.63733737,B,Horizontal,1,1,1
560904.3066,8843468.287,-0.128368428,1.726251634,-0.503481135,B,Horizontal,1,1,1
560974.3066,8843468.287,-0.102808821,1.910207592,-0.327873252,B,Horizontal,1,1,1
561044.3066,8843468.287,0.354632147,2.557876799,-0.183909249,B,Horizontal,1,1,1
561114.3066,8843468.287,-0.748695398,1.584156558,-0.132049835,B,Horizontal,1,1,1
561184.3066,8843468.287,-0.066279157,0.241683249,-0.210920732,B,Horizontal,1,1,1
561254.3066,8843468.287,-0.185624521,0.336558421,-0.327873252,B,Horizontal,1,1,1
561324.3066,8843468.287,-0.046915198,0.145096474,-0.503481135,B,Horizontal,1,1,1
561394.3066,8843468.287,-0.047851036,-0.264902739,-0.63733737,B,Horizontal,1,1,1
561464.3066,8843468.287,-1.528583095,-0.228000251,-0.82305302,B,Horizontal,1,1,1
561534.3066,8843468.287,-1.516798084,-0.478602247,-0.91665346,B,Horizontal,1,1,1
561604.3066,8843468.287,-1.460762374,-0.739003214,0,B,Horizontal,1,1,1
561674.3066,8843468.287,0,-0.709209077,-0.91665346,B,Horizontal,1,1,1
561744.3066,8843468.287,-1.47035434,-0.584899819,-0.91665346,B,Horizontal,1,1,1
561814.3066,8843468.287,-1.075978281,-0.409832352,-0.91665346,B,Horizontal,1,1,1
561884.3066,8843468.287,-0.695049125,-0.182265051,-0.91665346,B,Horizontal,1,1,1
561954.3066,8843468.287,-0.698166105,0.022237911,-0.91665346,B,Horizontal,1,1,1
562024.3066,8843468.287,-0.880562243,-0.006063577,-0.91665346,B,Horizontal,1,1,1
562094.3066,8843468.287,-1.341564304,-0.287959993,-0.91665346,B,Horizontal,1,1,1
562164.3066,8843468.287,-1.060618042,-0.418566574,-0.82305302,B,Horizontal,1,1,1
562234.3066,8843468.287,0.635718264,-0.358420238,-0.63733737,B,Horizontal,1,1,1
562304.3066,8843468.287,-0.211418831,-0.246479315,-0.428040471,B,Horizontal,1,1,1
562374.3066,8843468.287,-1.062027006,-0.013429397,-0.210920732,B,Horizontal,1,1,1
562444.3066,8843468.287,-0.342879501,0.175079303,0.009607898,B,Horizontal,1,1,1
562514.3066,8843468.287,-0.786709161,0.165635845,0.231905763,B,Horizontal,1,1,1
562584.3066,8843468.287,-0.369398379,0.111444354,0.455234521,B,Horizontal,1,1,1
562654.3066,8843468.287,-0.970551459,0.094064357,0.679215169,B,Horizontal,1,1,1
562724.3066,8843468.287,-0.174567053,0.026845951,0.903633607,B,Horizontal,1,1,1
562794.3066,8843468.287,0.45671584,-0.1730705,1.128360106,B,Horizontal,1,1,1
562864.3066,8843468.287,0.544589379,-0.287657715,1.35331128,B,Horizontal,1,1,1
562934.3066,8843468.287,-0.792733339,0.24383049,1.578431601,B,Horizontal,1,1,1
563004.3066,8843468.287,-0.319146564,1.15311177,1.751221621,B,Horizontal,1,1,1
563074.3066,8843468.287,-1.457244427,1.414360285,1.889100206,B,Horizontal,1,1,1
563144.3066,8843468.287,-0.788206651,1.467280901,1.996670703,B,Horizontal,1,1,1
563214.3066,8843468.287,-1.232443973,2.169946711,2.092793886,B,Horizontal,1,1,1
563284.3066,8843468.287,0.134400783,2.251620822,2.193803386,B,Horizontal,1,1,1
563354.3066,8843468.287,-0.352105278,1.267501937,2.306679513,B,Horizontal,1,1,1
563424.3066,8843468.287,0.488082589,0.380182488,2.430297316,B,Horizontal,1,1,1
563494.3066,8843468.287,0.1767043,0.348475265,2.5359238,B,Horizontal,1,1,1
568464.3066,8843468.287,-0.290475743,0.135502668,3.3768038,B,Horizontal,1,1,1
568534.3066,8843468.287,0.743296099,0.268548796,3.198144983,B,Horizontal,1,1,1
568604.3066,8843468.287,-0.26124327,-0.041538445,3.024082798,B,Horizontal,1,1,1
568674.3066,8843468.287,-0.316859229,1.043683504,2.855217955,B,Horizontal,1,1,1
568744.3066,8843468.287,-0.153707651,1.753189398,2.692237717,B,Horizontal,1,1,1
568814.3066,8843468.287,-0.833510725,2.064423782,2.5359238,B,Horizontal,1,1,1
568884.3066,8843468.287,-0.432677533,2.23884467,2.372665733,B,Horizontal,1,1,1
568954.3066,8843468.287,0.045820159,2.235686121,2.216682208,B,Horizontal,1,1,1
569024.3066,8843468.287,-0.177696308,2.234367514,2.053093947,B,Horizontal,1,1,1
569094.3066,8843468.287,-0.179125729,2.370460771,1.897509974,B,Horizontal,1,1,1
569164.3066,8843468.287,-0.027118657,2.598599546,1.751221621,B,Horizontal,1,1,1
569234.3066,8843468.287,-0.395402471,2.819640184,1.615708142,B,Horizontal,1,1,1
569304.3066,8843468.287,-0.404389639,2.849110893,1.492632363,B,Horizontal,1,1,1
569374.3066,8843468.287,-1.051753619,2.778660208,1.383812621,B,Horizontal,1,1,1
569444.3066,8843468.287,-0.811197911,2.22364534,1.291162106,B,Horizontal,1,1,1
569514.3066,8843468.287,-0.655964876,1.428860282,1.183893545,B,Horizontal,1,1,1
569584.3066,8843468.287,-0.584150106,0.891119631,1.082935817,B,Horizontal,1,1,1
569654.3066,8843468.287,-0.495226168,0.258889238,0.989185446,B,Horizontal,1,1,1
569724.3066,8843468.287,1.094653746,-0.129159217,0.878525235,B,Horizontal,1,1,1
569794.3066,8843468.287,0.400897352,-0.269685749,0.774806406,B,Horizontal,1,1,1
569864.3066,8843468.287,-1.345027946,-0.174920827,0.578322256,B,Horizontal,1,1,1
569934.3066,8843468.287,0.686963198,0.119983109,0.37323765,B,Horizontal,1,1,1
570004.3066,8843468.287,1.607116475,0.303530665,0.175003729,B,Horizontal,1,1,1
570074.3066,8843468.287,0.962438752,0.18013034,-0.012767729,B,Horizontal,1,1,1
570144.3066,8843468.287,1.134415696,-0.103095963,-0.183909249,B,Horizontal,1,1,1
570214.3066,8843468.287,-1.196125579,-0.27012517,-0.327873252,B,Horizontal,1,1,1
570284.3066,8843468.287,0.96778002,-0.336065342,-0.503481135,B,Horizontal,1,1,1
570354.3066,8843468.287,-0.147265583,-0.159828654,-0.63733737,B,Horizontal,1,1,1
570424.3066,8843468.287,1.761697846,0.470697152,-0.82305302,B,Horizontal,1,1,1
570494.3066,8843468.287,1.179023472,0.854044305,-0.91665346,B,Horizontal,1,1,1
570564.3066,8843468.287,0,0.841657297,-0.91665346,B,Horizontal,1,1,1
570634.3066,8843468.287,-1.414254655,0.741323649,0,B,Horizontal,1,1,1
570704.3066,8843468.287,0.849932889,0.516610142,0,B,Horizontal,1,1,1
570774.3066,8843468.287,1.228971028,0.36202723,0,B,Horizontal,1,1,1
570844.3066,8843468.287,-0.073814958,0.340102813,-0.91665346,B,Horizontal,1,1,1
570914.3066,8843468.287,-0.757289038,0.196467665,-0.91665346,B,Horizontal,1,1,1
570984.3066,8843468.287,-0.569227287,-0.070979374,-0.82305302,B,Horizontal,1,1,1
571054.3066,8843468.287,0.325331049,-0.143680191,-0.690682015,B,Horizontal,1,1,1
571124.3066,8843468.287,-0.262125174,-0.037170784,-0.63733737,B,Horizontal,1,1,1
571194.3066,8843468.287,1.06003816,-0.004551567,-0.503481135,B,Horizontal,1,1,1
571264.3066,8843468.287,0.027623023,-0.211075357,-0.327873252,B,Horizontal,1,1,1
571334.3066,8843468.287,0.985132448,-0.512014815,-0.183909249,B,Horizontal,1,1,1
571404.3066,8843468.287,0.959387236,-0.758163315,-0.327873252,B,Horizontal,1,1,1
571474.3066,8843468.287,1.787456448,-0.862139037,-0.503481135,B,Horizontal,1,1,1
571544.3066,8843468.287,1.838149401,-0.809678561,-0.63733737,B,Horizontal,1,1,1
571614.3066,8843468.287,0.510321942,-0.631232904,-0.690682015,B,Horizontal,1,1,1
571684.3066,8843468.287,0.952138584,-0.552695504,-0.82305302,B,Horizontal,1,1,1
571754.3066,8843468.287,0.623348541,-0.673302319,-0.91665346,B,Horizontal,1,1,1
571824.3066,8843468.287,0.430586771,-0.842214591,0,B,Horizontal,1,1,1
571894.3066,8843468.287,-1.235897944,-0.916518842,0,B,Horizontal,1,1,1
571964.3066,8843468.287,1.060499384,-0.953388797,-0.91665346,B,Horizontal,1,1,1
572034.3066,8843468.287,0.889403227,-1.000565819,-0.91665346,B,Horizontal,1,1,1
572104.3066,8843468.287,-0.525107516,-1.080505112,-0.82305302,B,Horizontal,1,1,1
572174.3066,8843468.287,-0.192083141,-0.951319903,-0.63733737,B,Horizontal,1,1,1
572244.3066,8843468.287,1.729235133,-0.948277417,-0.503481135,B,Horizontal,1,1,1
572314.3066,8843468.287,1.360181745,-1.012319951,-0.327873252,B,Horizontal,1,1,1
572384.3066,8843468.287,2.02840866,-1.040172561,-0.183909249,B,Horizontal,1,1,1
572454.3066,8843468.287,1.552151995,-0.976649402,-0.012767729,B,Horizontal,1,1,1
572524.3066,8843468.287,1.225635339,-0.900232772,-0.132049835,B,Horizontal,1,1,1
572594.3066,8843468.287,0.265043154,-0.81946455,-0.210920732,B,Horizontal,1,1,1
572664.3066,8843468.287,1.434897016,-0.76063505,-0.327873252,B,Horizontal,1,1,1
572734.3066,8843468.287,0.776459947,-0.81744398,-0.503481135,B,Horizontal,1,1,1
572804.3066,8843468.287,1.726580865,-0.890904104,-0.63733737,B,Horizontal,1,1,1
572874.3066,8843468.287,0.599341101,-0.8060597,-0.690682015,B,Horizontal,1,1,1
572944.3066,8843468.287,1.119089678,-0.704940421,-0.82305302,B,Horizontal,1,1,1
573014.3066,8843468.287,-0.913993525,-0.714112758,-0.91665346,B,Horizontal,1,1,1
573084.3066,8843468.287,0.457429993,-0.749719335,0,B,Horizontal,1,1,1
573154.3066,8843468.287,0.063800818,-0.774194752,0,B,Horizontal,1,1,1
573224.3066,8843468.287,0.168328997,-0.775630522,-0.91665346,B,Horizontal,1,1,1
573294.3066,8843468.287,1.151821685,-0.835198643,-0.91665346,B,Horizontal,1,1,1
573364.3066,8843468.287,2.474188851,-0.844816917,-0.82305302,B,Horizontal,1,1,1
573434.3066,8843468.287,1.366165751,-0.798829768,-0.63733737,B,Horizontal,1,1,1
573504.3066,8843468.287,1.494829323,-0.855436733,-0.503481135,B,Horizontal,1,1,1
573574.3066,8843468.287,2.413506684,-0.893077807,-0.428040471,B,Horizontal,1,1,1
573644.3066,8843468.287,0.267965229,-0.828313149,-0.327873252,B,Horizontal,1,1,1
573714.3066,8843468.287,1.582057148,-0.705990795,-0.183909249,B,Horizontal,1,1,1
573784.3066,8843468.287,0.281541573,-0.622986281,-0.012767729,B,Horizontal,1,1,1
573854.3066,8843468.287,1.182475211,-0.652724433,0.135662636,B,Horizontal,1,1,1
573924.3066,8843468.287,1.022967673,-0.776328788,0.286543964,B,Horizontal,1,1,1
573994.3066,8843468.287,0.697284195,-1.004304164,0.37323765,B,Horizontal,1,1,1
574064.3066,8843468.287,1.841086355,-0.970694153,0.486878401,B,Horizontal,1,1,1
574134.3066,8843468.287,1.765533442,-0.983852975,0.622268477,B,Horizontal,1,1,1
574204.3066,8843468.287,2.195106825,-0.983693119,0.774806406,B,Horizontal,1,1,1
574274.3066,8843468.287,1.620935334,-0.983017739,0.940728946,B,Horizontal,1,1,1
574344.3066,8843468.287,1.982243139,-0.967766594,0.940728946,B,Horizontal,1,1,1
574414.3066,8843468.287,-0.721190096,-0.929779412,0.903633607,B,Horizontal,1,1,1
574484.3066,8843468.287,1.82901122,-0.989755713,0.774806406,B,Horizontal,1,1,1
574554.3066,8843468.287,2.062388948,-1.019287243,0.622268477,B,Horizontal,1,1,1
574624.3066,8843468.287,2.028002486,-1.033568141,0.455234521,B,Horizontal,1,1,1
574694.3066,8843468.287,1.475687049,-1.02789877,0.286543964,B,Horizontal,1,1,1
574764.3066,8843468.287,1.740060501,-0.982734073,0.074268601,B,Horizontal,1,1,1
574834.3066,8843468.287,1.195527843,-0.957179233,-0.132049835,B,Horizontal,1,1,1
